card_number,first_name,father_name,grandfather_name,sex,phone,dob_ec,age,city,address,registered_at
262,Eden,Lemma,Lemma,Female,0943987801,,86,Dire Dawa,"Akaki, Woreda 4, House 927",
263,Yonas,Gebre,Desta,Male,0956164840,,67,Harar,"Gulele, Woreda 9, House 823",
264,Solomon,Mekonnen,Negash,Male,0735811288,,1,Shashemene,"Kirkos, Woreda 4, House 687",
265,Marta,Alemu,Worku,Female,0961207501,,10,Addis Ababa,"Yeka, Woreda 5, House 572",
266,Genet,Worku,Tadesse,Female,0976650618,,1,Shashemene,"Addis Ketema, Woreda 2, House 775",
267,Hana,Tekle,Getachew,Female,0981449147,,49,Gondar,"Bole, Woreda 8, House 161",
268,Getachew,Lemma,Hailu,Male,0784245088,,19,Adama,"Bole, Woreda 1, House 587",
269,Hana,Tesfaye,Worku,Female,0953682223,,79,Harar,"Lideta, Woreda 4, House 118",
270,Saba,Getachew,Bekele,Female,0981414139,,63,Dire Dawa,"Gulele, Woreda 3, House 688",
271,Dawit,Negash,Tesfaye,Male,0757759492,,73,Bishoftu,"Gulele, Woreda 6, House 982",
272,Tesfaye,Bekele,Tesfaye,Male,0764525777,,46,Arba Minch,"Lideta, Woreda 8, House 565",
273,Hana,Worku,Mekonnen,Female,0728341108,,81,Addis Ababa,"Addis Ketema, Woreda 10, House 415",
274,Saba,Hailu,Wolde,Female,0987256394,,18,Jimma,"Nifas Silk, Woreda 9, House 93",
275,Aster,Abebe,Wolde,Female,0792827229,,73,Shashemene,"Yeka, Woreda 12, House 750",
276,Mulugeta,Assefa,Bekele,Male,0945303856,,61,Debre Markos,"Akaki, Woreda 1, House 41",
277,Rediet,Hailu,Getachew,Female,0944989266,,47,Bishoftu,"Kirkos, Woreda 9, House 258",
278,Hewan,Mulugeta,Mekonnen,Female,0757790827,,22,Bahir Dar,"Kirkos, Woreda 9, House 659",
279,Samuel,Negash,Kebede,Male,0913651777,,27,Bishoftu,"Yeka, Woreda 11, House 854",
280,Henok,Hailu,Lemma,Male,0922809202,,34,Debre Markos,"Yeka, Woreda 9, House 982",
281,Sara,Worku,Tesfaye,Female,0741379772,,29,Harar,"Kolfe, Woreda 10, House 147",
282,Rediet,Gebre,Negash,Female,0957991366,,17,Adama,"Bole, Woreda 4, House 536",
283,Yodit,Kebede,Negash,Female,0979908811,,62,Shashemene,"Yeka, Woreda 10, House 553",
284,Hewan,Getachew,Alemu,Female,0786376599,,13,Gondar,"Yeka, Woreda 5, House 489",
285,Fikru,Assefa,Negash,Male,0930098180,,49,Shashemene,"Arada, Woreda 12, House 824",
286,Henok,Tekle,Tekle,Male,0994486959,,36,Shashemene,"Kolfe, Woreda 4, House 424",
287,Tadesse,Gebre,Hailu,Male,0974495621,,30,Jimma,"Yeka, Woreda 2, House 220",
288,Saba,Wolde,Alemu,Female,0902601279,,56,Adama,"Kirkos, Woreda 5, House 228",
289,Lidya,Gebre,Habtamu,Female,0769849027,,57,Addis Ababa,"Arada, Woreda 11, House 954",
290,Nahom,Hailu,Hailu,Male,0939205302,,12,Mekelle,"Kolfe, Woreda 6, House 686",
291,Rediet,Hailu,Worku,Female,0911848955,,36,Bahir Dar,"Addis Ketema, Woreda 4, House 466",
292,Samuel,Desta,Hailu,Male,0918184518,,33,Debre Markos,"Nifas Silk, Woreda 10, House 257",
293,Aster,Getachew,Assefa,Female,0777907141,,49,Shashemene,"Arada, Woreda 11, House 719",
294,Tadesse,Wolde,Mekonnen,Male,0904341651,,71,Debre Markos,"Yeka, Woreda 8, House 322",
295,Genet,Girma,Bekele,Female,0937333433,,26,Harar,"Arada, Woreda 10, House 365",
296,Dawit,Tesfaye,Gebre,Male,0979080759,,41,Jimma,"Addis Ketema, Woreda 5, House 503",
297,Tesfaye,Gebre,Desta,Male,0720867808,,45,Gondar,"Yeka, Woreda 8, House 124",
298,Abel,Abebe,Lemma,Male,0936915594,,24,Dessie,"Lideta, Woreda 4, House 276",
299,Samuel,Bekele,Mulugeta,Male,0936556472,,74,Hawassa,"Addis Ketema, Woreda 11, House 235",
300,Saba,Assefa,Abebe,Female,0963227026,,64,Hawassa,"Nifas Silk, Woreda 9, House 738",
301,Fikru,Mulugeta,Wolde,Male,0706120347,,81,Adama,"Akaki, Woreda 12, House 343",
302,Fikru,Habtamu,Wolde,Male,0745061593,,74,Bishoftu,"Nifas Silk, Woreda 3, House 800",
303,Habtamu,Lemma,Worku,Male,0971694722,,82,Arba Minch,"Gulele, Woreda 7, House 647",
304,Dawit,Worku,Gebre,Male,0953554496,,35,Debre Markos,"Akaki, Woreda 6, House 766",
305,Mahlet,Tadesse,Kebede,Female,0902341326,,14,Adama,"Kirkos, Woreda 8, House 562",
306,Rediet,Girma,Girma,Female,0711492164,,30,Bahir Dar,"Lideta, Woreda 8, House 642",
307,Bethlehem,Lemma,Desta,Female,0955778487,,18,Sodo,"Nifas Silk, Woreda 3, House 606",
308,Tsion,Habtamu,Kebede,Female,0984578317,,40,Dire Dawa,"Kolfe, Woreda 5, House 160",
309,Henok,Wolde,Mekonnen,Male,0978077406,,38,Bishoftu,"Arada, Woreda 1, House 562",
310,Fikru,Mulugeta,Habtamu,Male,0932663416,,81,Bahir Dar,"Nifas Silk, Woreda 10, House 827",
311,Saba,Abebe,Mekonnen,Female,0763122417,,80,Jimma,"Lideta, Woreda 12, House 638",
312,Henok,Kebede,Abebe,Male,0980214427,,94,Addis Ababa,"Arada, Woreda 2, House 155",
313,Bekele,Abebe,Tesfaye,Male,0975705120,,35,Arba Minch,"Kolfe, Woreda 2, House 557",
314,Girma,Mekonnen,Abebe,Male,0701367303,,59,Sodo,"Kirkos, Woreda 9, House 682",
315,Solomon,Bekele,Getachew,Male,0720881474,,26,Dire Dawa,"Bole, Woreda 11, House 224",
316,Eden,Alemu,Getachew,Female,0949163009,,89,Jimma,"Addis Ketema, Woreda 3, House 381",
317,Dawit,Wolde,Desta,Male,0950052812,,63,Bahir Dar,"Gulele, Woreda 9, House 808",
318,Sara,Tesfaye,Tekle,Female,0952407784,,70,Sodo,"Akaki, Woreda 4, House 581",
319,Alemu,Gebre,Hailu,Male,0998218274,,34,Dessie,"Gulele, Woreda 8, House 1",
320,Sara,Lemma,Habtamu,Female,0959351863,,68,Shashemene,"Akaki, Woreda 9, House 158",
321,Mekonnen,Hailu,Abebe,Male,0981022031,,63,Bahir Dar,"Kirkos, Woreda 1, House 585",
322,Tsion,Negash,Wolde,Female,0953910371,,60,Arba Minch,"Bole, Woreda 6, House 572",
323,Meron,Mekonnen,Mekonnen,Female,0748014138,,13,Adama,"Arada, Woreda 9, House 395",
324,Aster,Tesfaye,Tekle,Female,0928861957,,90,Shashemene,"Kolfe, Woreda 2, House 171",
325,Mekonnen,Lemma,Getachew,Male,0989755855,,53,Arba Minch,"Kolfe, Woreda 12, House 332",
326,Marta,Habtamu,Kebede,Female,0984577600,,37,Bishoftu,"Bole, Woreda 9, House 139",
327,Tesfaye,Girma,Girma,Male,0950488899,,20,Adama,"Bole, Woreda 8, House 365",
328,Eyob,Worku,Bekele,Male,0944196931,,93,Dire Dawa,"Akaki, Woreda 3, House 500",
329,Rahel,Lemma,Kebede,Female,0996105566,,16,Harar,"Arada, Woreda 12, House 669",
330,Lidya,Hailu,Desta,Female,0980589258,,90,Bahir Dar,"Yeka, Woreda 1, House 690",
331,Tsion,Mulugeta,Alemu,Female,0936462251,,61,Bishoftu,"Bole, Woreda 9, House 409",
332,Bekele,Getachew,Getachew,Male,0722783769,,26,Dessie,"Addis Ketema, Woreda 12, House 537",
333,Bekele,Habtamu,Tesfaye,Male,0991166553,,42,Dire Dawa,"Addis Ketema, Woreda 11, House 25",
334,Yodit,Tadesse,Getachew,Female,0779270335,,20,Arba Minch,"Kirkos, Woreda 2, House 758",
335,Selam,Tekle,Gebre,Female,0740514770,,43,Bahir Dar,"Nifas Silk, Woreda 4, House 209",
336,Saba,Mulugeta,Tadesse,Female,0920698042,,8,Mekelle,"Arada, Woreda 12, House 633",
337,Abel,Lemma,Tekle,Male,0945104636,,66,Sodo,"Kirkos, Woreda 6, House 497",
338,Kebede,Wolde,Wolde,Male,0978003845,,63,Gondar,"Yeka, Woreda 1, House 356",
339,Aster,Girma,Alemu,Female,0784046084,,29,Hawassa,"Gulele, Woreda 7, House 673",
340,Rediet,Mekonnen,Girma,Female,0793639264,,78,Dire Dawa,"Akaki, Woreda 9, House 135",
341,Marta,Tesfaye,Assefa,Female,0748262925,,9,Dessie,"Nifas Silk, Woreda 12, House 122",
342,Selam,Lemma,Lemma,Female,0756647423,,14,Hawassa,"Yeka, Woreda 1, House 781",
343,Eyob,Wolde,Tesfaye,Male,0993305172,,65,Harar,"Addis Ketema, Woreda 8, House 730",
344,Kalkidan,Tesfaye,Desta,Female,0923306046,,29,Sodo,"Arada, Woreda 4, House 68",
345,Kalkidan,Gebre,Tadesse,Female,0973660965,,51,Bishoftu,"Addis Ketema, Woreda 10, House 550",
346,Frehiwot,Desta,Hailu,Female,0903886086,,67,Arba Minch,"Bole, Woreda 4, House 299",
347,Rahel,Worku,Tekle,Female,0964908277,,12,Sodo,"Nifas Silk, Woreda 2, House 185",
348,Bekele,Bekele,Alemu,Male,0902793714,,42,Sodo,"Yeka, Woreda 12, House 751",
349,Alemu,Girma,Tesfaye,Male,0918689268,,49,Addis Ababa,"Yeka, Woreda 6, House 580",
350,Bethlehem,Mulugeta,Kebede,Female,0706447421,,17,Bahir Dar,"Bole, Woreda 10, House 784",
351,Mulugeta,Kebede,Getachew,Male,0909733977,,53,Jimma,"Kirkos, Woreda 10, House 615",
352,Genet,Lemma,Habtamu,Female,0983022050,,19,Harar,"Bole, Woreda 11, House 592",
353,Dawit,Tadesse,Alemu,Male,0962249998,,23,Jimma,"Addis Ketema, Woreda 6, House 954",
354,Eden,Negash,Gebre,Female,0961681472,,16,Sodo,"Lideta, Woreda 6, House 540",
355,Kebede,Worku,Lemma,Male,0919817946,,78,Harar,"Gulele, Woreda 5, House 539",
356,Henok,Bekele,Mekonnen,Male,0978772934,,25,Addis Ababa,"Kirkos, Woreda 1, House 477",
357,Mahlet,Assefa,Kebede,Female,0955830344,,9,Mekelle,"Lideta, Woreda 9, House 564",
358,Mekonnen,Abebe,Girma,Male,0999023557,,61,Arba Minch,"Bole, Woreda 11, House 140",
359,Saba,Assefa,Wolde,Female,0776084958,,69,Addis Ababa,"Arada, Woreda 10, House 702",
360,Henok,Assefa,Tadesse,Male,0905682996,,24,Bishoftu,"Kirkos, Woreda 5, House 723",
361,Dawit,Alemu,Desta,Male,0935743842,,15,Dire Dawa,"Bole, Woreda 4, House 936",
362,Kalkidan,Mekonnen,Tadesse,Female,0723578452,,13,Harar,"Nifas Silk, Woreda 11, House 136",
363,Habtamu,Habtamu,Mekonnen,Male,0940915701,,67,Arba Minch,"Lideta, Woreda 1, House 592",
364,Kebede,Bekele,Mekonnen,Male,0985714224,,15,Addis Ababa,"Addis Ketema, Woreda 9, House 527",
365,Saba,Kebede,Abebe,Female,0924932149,,44,Dessie,"Akaki, Woreda 1, House 134",
366,Meron,Mekonnen,Tekle,Female,0901662997,,79,Dire Dawa,"Lideta, Woreda 6, House 838",
367,Alemu,Wolde,Hailu,Male,0917174773,,29,Hawassa,"Addis Ketema, Woreda 5, House 935",
368,Mekonnen,Wolde,Lemma,Male,0757701715,,62,Jimma,"Yeka, Woreda 5, House 787",
369,Rediet,Tekle,Tesfaye,Female,0915814876,,76,Gondar,"Arada, Woreda 10, House 250",
370,Lidya,Worku,Abebe,Female,0939669583,,23,Shashemene,"Kirkos, Woreda 12, House 954",
371,Nahom,Abebe,Tadesse,Male,0981724619,,14,Shashemene,"Addis Ketema, Woreda 7, House 336",
372,Henok,Assefa,Habtamu,Male,0702278469,,74,Jimma,"Arada, Woreda 4, House 698",
373,Rahel,Tekle,Tadesse,Female,0765190986,,17,Harar,"Lideta, Woreda 1, House 379",
374,Fikru,Negash,Tekle,Male,0751403696,,81,Dire Dawa,"Kolfe, Woreda 7, House 391",
375,Samuel,Girma,Abebe,Male,0938656242,,18,Addis Ababa,"Kirkos, Woreda 11, House 17",
376,Selam,Getachew,Tesfaye,Female,0967969278,,55,Dessie,"Akaki, Woreda 7, House 364",
377,Abel,Bekele,Worku,Male,0938468950,,5,Bishoftu,"Akaki, Woreda 12, House 378",
378,Dawit,Tekle,Worku,Male,0984781891,,32,Jimma,"Kirkos, Woreda 11, House 649",
379,Yonas,Tadesse,Lemma,Male,0780778795,,54,Dire Dawa,"Lideta, Woreda 5, House 172",
380,Tsion,Alemu,Mulugeta,Female,0979290490,,37,Jimma,"Kirkos, Woreda 3, House 518",
381,Nahom,Getachew,Abebe,Male,0940192927,,48,Arba Minch,"Yeka, Woreda 5, House 802",
382,Habtamu,Tesfaye,Mekonnen,Male,0751292766,,31,Shashemene,"Akaki, Woreda 12, House 653",
383,Hewan,Hailu,Abebe,Female,0941027674,,61,Sodo,"Nifas Silk, Woreda 4, House 389",
384,Habtamu,Mulugeta,Assefa,Male,0704765801,,69,Shashemene,"Gulele, Woreda 7, House 626",
385,Bereket,Kebede,Kebede,Male,0996739385,,87,Sodo,"Yeka, Woreda 6, House 561",
386,Sara,Lemma,Mekonnen,Female,0981753443,,5,Addis Ababa,"Addis Ketema, Woreda 2, House 59",
387,Tigist,Alemu,Desta,Female,0711926921,,90,Hawassa,"Lideta, Woreda 5, House 479",
388,Genet,Desta,Alemu,Female,0754214066,,43,Addis Ababa,"Lideta, Woreda 5, House 183",
389,Kebede,Bekele,Tadesse,Male,0927128639,,83,Adama,"Akaki, Woreda 12, House 266",
390,Eyob,Kebede,Gebre,Male,0770720064,,20,Sodo,"Gulele, Woreda 7, House 589",
391,Kalkidan,Habtamu,Hailu,Female,0961830671,,73,Dessie,"Gulele, Woreda 6, House 699",
392,Dawit,Hailu,Bekele,Male,0951743280,,50,Shashemene,"Arada, Woreda 5, House 713",
393,Hewan,Habtamu,Abebe,Female,0973203093,,63,Gondar,"Kirkos, Woreda 9, House 659",
394,Frehiwot,Tekle,Girma,Female,0700505061,,28,Arba Minch,"Nifas Silk, Woreda 8, House 963",
395,Aster,Tadesse,Habtamu,Female,0702707903,,90,Shashemene,"Yeka, Woreda 1, House 177",
396,Tigist,Hailu,Assefa,Female,0929111799,,29,Adama,"Arada, Woreda 7, House 346",
397,Eyob,Wolde,Tekle,Male,0953092511,,36,Hawassa,"Kolfe, Woreda 3, House 714",
398,Tesfaye,Alemu,Worku,Male,0702196207,,11,Addis Ababa,"Bole, Woreda 3, House 949",
399,Mahlet,Lemma,Tesfaye,Female,0972324876,,31,Hawassa,"Addis Ketema, Woreda 12, House 39",
400,Yodit,Tekle,Gebre,Female,0745608331,,68,Adama,"Addis Ketema, Woreda 6, House 884",
401,Kebede,Negash,Mulugeta,Male,0931277220,,7,Shashemene,"Gulele, Woreda 5, House 215",
402,Alemu,Worku,Worku,Male,0908220781,,10,Debre Markos,"Arada, Woreda 12, House 456",
403,Kebede,Worku,Abebe,Male,0753153136,,26,Gondar,"Arada, Woreda 2, House 483",
404,Bekele,Girma,Tadesse,Male,0997265273,,81,Dire Dawa,"Lideta, Woreda 4, House 344",
405,Meron,Tekle,Getachew,Female,0917762534,,78,Hawassa,"Addis Ketema, Woreda 3, House 592",
406,Habtamu,Worku,Girma,Male,0939774063,,32,Dire Dawa,"Kolfe, Woreda 10, House 228",
407,Sara,Getachew,Alemu,Female,0900780686,,62,Arba Minch,"Kirkos, Woreda 8, House 508",
408,Sara,Desta,Worku,Female,0963254310,,62,Shashemene,"Lideta, Woreda 3, House 721",
409,Sara,Habtamu,Negash,Female,0772625701,,50,Debre Markos,"Gulele, Woreda 9, House 34",
410,Yodit,Tadesse,Wolde,Female,0931950850,,15,Gondar,"Gulele, Woreda 8, House 634",
411,Fikru,Getachew,Assefa,Male,0783253817,,95,Arba Minch,"Addis Ketema, Woreda 12, House 215",
412,Girma,Tekle,Tekle,Male,0964015577,,65,Dessie,"Kirkos, Woreda 8, House 727",
413,Frehiwot,Girma,Abebe,Female,0913711624,,10,Adama,"Yeka, Woreda 5, House 115",
414,Kebede,Alemu,Kebede,Male,0904682756,,57,Sodo,"Bole, Woreda 5, House 194",
415,Aster,Desta,Habtamu,Female,0785695579,,86,Sodo,"Nifas Silk, Woreda 9, House 456",
416,Rahel,Tesfaye,Tekle,Female,0943754025,,37,Jimma,"Yeka, Woreda 10, House 947",
417,Samuel,Tekle,Tadesse,Male,0722310592,,57,Mekelle,"Gulele, Woreda 3, House 211",
418,Hewan,Assefa,Girma,Female,0978284106,,64,Arba Minch,"Yeka, Woreda 8, House 951",
419,Fikru,Tadesse,Girma,Male,0754749297,,44,Sodo,"Kirkos, Woreda 12, House 491",
420,Tigist,Getachew,Mulugeta,Female,0969375150,,78,Shashemene,"Arada, Woreda 10, House 540",
421,Dawit,Hailu,Girma,Male,0971863759,,78,Dessie,"Bole, Woreda 11, House 370",
422,Mahlet,Desta,Habtamu,Female,0950455478,,12,Bahir Dar,"Akaki, Woreda 12, House 426",
423,Bekele,Worku,Hailu,Male,0762991234,,61,Harar,"Nifas Silk, Woreda 6, House 68",
424,Bekele,Abebe,Tadesse,Male,0946287923,,24,Harar,"Kolfe, Woreda 5, House 568",
425,Rahel,Habtamu,Negash,Female,0747873002,,34,Mekelle,"Akaki, Woreda 2, House 670",
426,Tesfaye,Abebe,Bekele,Male,0947195979,,56,Harar,"Lideta, Woreda 11, House 703",
427,Eyob,Negash,Wolde,Male,0942902572,,46,Hawassa,"Bole, Woreda 5, House 370",
428,Solomon,Habtamu,Mulugeta,Male,0918321928,,42,Harar,"Gulele, Woreda 11, House 820",
429,Hewan,Mekonnen,Girma,Female,0995202845,,63,Gondar,"Gulele, Woreda 3, House 105",
430,Marta,Wolde,Habtamu,Female,0789888167,,10,Adama,"Yeka, Woreda 1, House 492",
431,Selam,Habtamu,Girma,Female,0798524013,,17,Harar,"Yeka, Woreda 12, House 233",
432,Dawit,Abebe,Bekele,Male,0911076031,,5,Arba Minch,"Nifas Silk, Woreda 10, House 61",
433,Meron,Mulugeta,Worku,Female,0901193932,,86,Dire Dawa,"Bole, Woreda 2, House 150",
434,Samuel,Tekle,Kebede,Male,0793891190,,68,Bahir Dar,"Arada, Woreda 5, House 176",
435,Tigist,Getachew,Negash,Female,0787592712,,46,Gondar,"Kolfe, Woreda 4, House 527",
436,Mekonnen,Habtamu,Desta,Male,0918275480,,11,Dire Dawa,"Akaki, Woreda 2, House 395",
437,Rahel,Abebe,Bekele,Female,0973864631,,61,Shashemene,"Gulele, Woreda 3, House 14",
438,Habtamu,Lemma,Hailu,Male,0911266912,,9,Dire Dawa,"Arada, Woreda 6, House 206",
439,Bekele,Desta,Bekele,Male,0749946579,,52,Jimma,"Nifas Silk, Woreda 5, House 151",
440,Mulugeta,Lemma,Lemma,Male,0920101702,,49,Bishoftu,"Gulele, Woreda 3, House 311",
441,Dawit,Kebede,Tadesse,Male,0987734778,,34,Dessie,"Gulele, Woreda 9, House 560",
442,Tigist,Abebe,Negash,Female,0956770028,,85,Harar,"Lideta, Woreda 12, House 169",
443,Getachew,Hailu,Mulugeta,Male,0919788977,,72,Harar,"Yeka, Woreda 9, House 58",
444,Getachew,Assefa,Hailu,Male,0954500902,,47,Dire Dawa,"Addis Ketema, Woreda 1, House 784",
445,Tadesse,Assefa,Tesfaye,Male,0765033349,,11,Debre Markos,"Kirkos, Woreda 5, House 118",
446,Mekonnen,Assefa,Worku,Male,0969864079,,3,Dire Dawa,"Kolfe, Woreda 10, House 400",
447,Mulugeta,Alemu,Tekle,Male,0935785294,,47,Gondar,"Arada, Woreda 8, House 651",
448,Girma,Gebre,Abebe,Male,0996391919,,44,Mekelle,"Kirkos, Woreda 10, House 821",
449,Tadesse,Tekle,Tesfaye,Male,0748468536,,52,Mekelle,"Addis Ketema, Woreda 9, House 465",
450,Rediet,Wolde,Desta,Female,0797374896,,73,Sodo,"Bole, Woreda 9, House 206",
451,Henok,Lemma,Getachew,Male,0746651364,,37,Shashemene,"Yeka, Woreda 5, House 704",
452,Bereket,Mulugeta,Girma,Male,0903477866,,83,Debre Markos,"Bole, Woreda 4, House 164",
453,Girma,Wolde,Alemu,Male,0920700159,,39,Harar,"Kirkos, Woreda 7, House 919",
454,Henok,Assefa,Assefa,Male,0998189847,,12,Bahir Dar,"Addis Ketema, Woreda 2, House 792",
455,Lidya,Abebe,Tekle,Female,0736321234,,57,Gondar,"Lideta, Woreda 10, House 58",
456,Bereket,Tadesse,Getachew,Male,0967342575,,40,Addis Ababa,"Addis Ketema, Woreda 1, House 862",
457,Getachew,Mekonnen,Tesfaye,Male,0951837606,,33,Mekelle,"Kirkos, Woreda 4, House 305",
458,Eden,Mulugeta,Gebre,Female,0760417765,,92,Gondar,"Kirkos, Woreda 3, House 716",
459,Bekele,Assefa,Worku,Male,0985700272,,1,Gondar,"Arada, Woreda 11, House 313",
460,Samuel,Habtamu,Mekonnen,Male,0929657724,,23,Shashemene,"Addis Ketema, Woreda 6, House 819",
461,Tadesse,Tesfaye,Tadesse,Male,0969300893,,12,Jimma,"Arada, Woreda 5, House 719",
462,Bekele,Bekele,Getachew,Male,0921529108,,56,Arba Minch,"Akaki, Woreda 11, House 507",
463,Marta,Mekonnen,Negash,Female,0744762639,,28,Harar,"Lideta, Woreda 12, House 694",
464,Henok,Assefa,Hailu,Male,0943973597,,11,Addis Ababa,"Akaki, Woreda 3, House 893",
465,Lidya,Lemma,Tadesse,Female,0794118005,,31,Jimma,"Gulele, Woreda 10, House 962",
466,Habtamu,Assefa,Desta,Male,0946528092,,34,Hawassa,"Nifas Silk, Woreda 8, House 953",
467,Mekonnen,Mulugeta,Lemma,Male,0762415027,,36,Sodo,"Gulele, Woreda 7, House 290",
468,Genet,Tadesse,Abebe,Female,0962572870,,25,Hawassa,"Bole, Woreda 4, House 188",
469,Alemu,Alemu,Mekonnen,Male,0970758777,,15,Harar,"Yeka, Woreda 2, House 358",
470,Bethlehem,Abebe,Bekele,Female,0784993908,,74,Hawassa,"Kolfe, Woreda 2, House 253",
471,Sara,Mulugeta,Lemma,Female,0916591520,,11,Jimma,"Akaki, Woreda 8, House 644",
472,Eden,Tekle,Lemma,Female,0797592304,,42,Arba Minch,"Bole, Woreda 12, House 73",
473,Getachew,Abebe,Negash,Male,0936103266,,37,Shashemene,"Yeka, Woreda 2, House 306",
474,Rahel,Worku,Lemma,Female,0792515837,,58,Debre Markos,"Kolfe, Woreda 8, House 275",
475,Bekele,Girma,Abebe,Male,0792661085,,60,Shashemene,"Arada, Woreda 11, House 703",
476,Rediet,Tadesse,Tekle,Female,0976174224,,32,Dessie,"Kolfe, Woreda 5, House 583",
477,Yonas,Bekele,Desta,Male,0986617945,,33,Bishoftu,"Kirkos, Woreda 9, House 17",
478,Samuel,Tesfaye,Mekonnen,Male,0701645977,,80,Arba Minch,"Lideta, Woreda 6, House 990",
479,Nahom,Hailu,Lemma,Male,0916800610,,22,Shashemene,"Akaki, Woreda 8, House 709",
480,Rahel,Mekonnen,Kebede,Female,0995641220,,25,Adama,"Bole, Woreda 12, House 994",
481,Henok,Girma,Desta,Male,0968314727,,55,Addis Ababa,"Kirkos, Woreda 3, House 925",
482,Kalkidan,Negash,Negash,Female,0979334960,,43,Addis Ababa,"Kirkos, Woreda 11, House 868",
483,Tsion,Tadesse,Gebre,Female,0984076789,,93,Bishoftu,"Akaki, Woreda 4, House 732",
484,Eyob,Habtamu,Mekonnen,Male,0914671795,,58,Sodo,"Kolfe, Woreda 1, House 166",
485,Alemu,Tesfaye,Lemma,Male,0939597246,,54,Harar,"Gulele, Woreda 8, House 819",
486,Dawit,Tadesse,Kebede,Male,0922329716,,64,Mekelle,"Arada, Woreda 4, House 571",
487,Girma,Abebe,Mulugeta,Male,0922801561,,80,Bahir Dar,"Kirkos, Woreda 9, House 230",
488,Hewan,Lemma,Lemma,Female,0784289107,,59,Harar,"Kirkos, Woreda 2, House 801",
489,Tigist,Bekele,Girma,Female,0708121352,,94,Mekelle,"Akaki, Woreda 9, House 511",
490,Eden,Wolde,Negash,Female,0713760375,,37,Dessie,"Yeka, Woreda 2, House 273",
491,Tesfaye,Girma,Kebede,Male,0986326667,,67,Arba Minch,"Gulele, Woreda 1, House 454",
492,Rediet,Gebre,Habtamu,Female,0715562606,,5,Shashemene,"Yeka, Woreda 10, House 60",
493,Fikru,Lemma,Desta,Male,0755048926,,58,Shashemene,"Arada, Woreda 9, House 640",
494,Lidya,Tekle,Habtamu,Female,0741085628,,70,Mekelle,"Arada, Woreda 2, House 524",
495,Bethlehem,Gebre,Wolde,Female,0989434681,,94,Addis Ababa,"Gulele, Woreda 5, House 643",
496,Bereket,Worku,Girma,Male,0990753998,,77,Bahir Dar,"Gulele, Woreda 5, House 292",
497,Rediet,Alemu,Tadesse,Female,0715893571,,19,Sodo,"Kolfe, Woreda 7, House 84",
498,Henok,Negash,Desta,Male,0971586988,,51,Harar,"Lideta, Woreda 10, House 511",
499,Kalkidan,Mekonnen,Desta,Female,0762282772,,91,Dessie,"Nifas Silk, Woreda 2, House 712",
500,Samuel,Wolde,Habtamu,Male,0751961159,,38,Addis Ababa,"Nifas Silk, Woreda 3, House 121",
501,Rahel,Tekle,Wolde,Female,0902296044,,28,Hawassa,"Akaki, Woreda 1, House 126",
502,Yonas,Desta,Desta,Male,0994975679,,17,Arba Minch,"Yeka, Woreda 9, House 652",
503,Selam,Desta,Mulugeta,Female,0751996636,,44,Dessie,"Bole, Woreda 11, House 912",
504,Bethlehem,Mekonnen,Abebe,Female,0794818139,,70,Bishoftu,"Bole, Woreda 10, House 535",
505,Sara,Hailu,Worku,Female,0982043397,,11,Arba Minch,"Nifas Silk, Woreda 10, House 329",
506,Abel,Girma,Tesfaye,Male,0926085641,,15,Adama,"Nifas Silk, Woreda 3, House 293",
507,Dawit,Negash,Assefa,Male,0962095200,,39,Gondar,"Kirkos, Woreda 6, House 146",
508,Bereket,Tekle,Negash,Male,0939937886,,15,Mekelle,"Bole, Woreda 6, House 476",
509,Abel,Negash,Desta,Male,0930489138,,84,Arba Minch,"Yeka, Woreda 5, House 582",
510,Habtamu,Lemma,Habtamu,Male,0925823868,,58,Addis Ababa,"Bole, Woreda 8, House 985",
511,Bethlehem,Tekle,Worku,Female,0974946539,,66,Mekelle,"Bole, Woreda 3, House 757",
512,Dawit,Desta,Mulugeta,Male,0912846398,,41,Debre Markos,"Gulele, Woreda 11, House 268",
513,Mekonnen,Negash,Tekle,Male,0979502097,,1,Debre Markos,"Bole, Woreda 11, House 178",
514,Kalkidan,Tesfaye,Kebede,Female,0781180715,,49,Harar,"Addis Ketema, Woreda 6, House 397",
515,Tadesse,Getachew,Abebe,Male,0770304531,,79,Shashemene,"Lideta, Woreda 12, House 227",
516,Meron,Worku,Lemma,Female,0993036149,,65,Jimma,"Yeka, Woreda 9, House 199",
517,Hana,Tekle,Desta,Female,0912493843,,87,Addis Ababa,"Nifas Silk, Woreda 10, House 259",
518,Bekele,Getachew,Tadesse,Male,0905664187,,64,Dire Dawa,"Nifas Silk, Woreda 1, House 906",
519,Bekele,Getachew,Mekonnen,Male,0950635190,,95,Bahir Dar,"Kolfe, Woreda 2, House 940",
520,Solomon,Assefa,Tadesse,Male,0910760954,,32,Adama,"Akaki, Woreda 4, House 982",
521,Rediet,Alemu,Girma,Female,0719971791,,11,Addis Ababa,"Bole, Woreda 7, House 321",
522,Alemu,Negash,Getachew,Male,0996110804,,49,Gondar,"Kirkos, Woreda 10, House 771",
523,Yodit,Bekele,Bekele,Female,0967699150,,59,Dessie,"Gulele, Woreda 10, House 198",
524,Dawit,Girma,Tadesse,Male,0939284567,,93,Bishoftu,"Akaki, Woreda 3, House 249",
